do_flatten_1x1,top_tower,num_filters,num_layers,epoch_accuracy,epoch_accuracy,epoch_learning_rate,epoch_loss,epoch_loss
1.0,512.0,128.0,9.0,0.32421875,0.33146485686302185,0.0005000000237487257,2.4298441410064697,2.380202293395996
1.0,1536.0,160.0,9.0,0.3237890601158142,0.33357420563697815,0.0005000000237487257,2.4585862159729004,2.4200046062469482
1.0,256.0,64.0,9.0,0.2952343821525574,0.30753907561302185,0.0005000000237487257,2.5372214317321777,2.477539539337158
1.0,1536.0,112.0,7.0,0.3128906190395355,0.32251954078674316,0.0005000000237487257,2.4857566356658936,2.4561235904693604
1.0,128.0,112.0,8.0,0.29984375834465027,0.30812498927116394,0.0005000000237487257,2.573362350463867,2.5288922786712646
1.0,768.0,112.0,12.0,0.3042968809604645,0.3162890672683716,0.0005000000237487257,2.5117921829223633,2.461272716522217
1.0,256.0,160.0,7.0,0.3236718773841858,0.3270507752895355,0.0005000000237487257,2.4409444332122803,2.410059928894043
1.0,256.0,192.0,7.0,0.32320311665534973,0.3313281238079071,0.0005000000237487257,2.428351402282715,2.400008201599121
1.0,256.0,128.0,9.0,0.31535157561302185,0.32490235567092896,0.0005000000237487257,2.4624249935150146,2.4236252307891846
0.0,512.0,96.0,12.0,0.3197265565395355,0.3304687440395355,0.0005000000237487257,2.410663366317749,2.369478702545166
1.0,256.0,48.0,5.0,0.2983984351158142,0.30224609375,0.0005000000237487257,2.5157113075256348,2.4924893379211426
1.0,1280.0,160.0,10.0,0.3112500011920929,0.32027342915534973,0.0005000000237487257,2.5179805755615234,2.459073543548584
1.0,512.0,192.0,8.0,0.31925782561302185,0.3336132764816284,0.0005000000237487257,2.4558510780334473,2.3910555839538574
1.0,256.0,192.0,8.0,0.32371094822883606,0.3321484327316284,0.0005000000237487257,2.437413215637207,2.3882360458374023
1.0,256.0,192.0,7.0,0.3226953148841858,0.33330076932907104,0.0005000000237487257,2.4297232627868652,2.389817237854004
1.0,1536.0,192.0,7.0,0.31328123807907104,0.3200976550579071,0.0005000000237487257,2.510684013366699,2.4749975204467773
1.0,256.0,192.0,8.0,0.3211328089237213,0.3286718726158142,0.0005000000237487257,2.4477033615112305,2.4218382835388184
1.0,512.0,192.0,7.0,0.32804688811302185,0.33521485328674316,0.0005000000237487257,2.4213151931762695,2.3760721683502197
0.0,512.0,192.0,7.0,0.33878907561302185,0.3494921922683716,0.0005000000237487257,2.367482900619507,2.3192195892333984
0.0,256.0,192.0,6.0,0.3360546827316284,0.3364843726158142,0.0005000000237487257,2.3835372924804688,2.3662800788879395
0.0,256.0,192.0,9.0,0.3285546898841858,0.3389648497104645,0.0005000000237487257,2.4156887531280518,2.3621714115142822
0.0,768.0,192.0,7.0,0.3319140672683716,0.3433593809604645,0.0005000000237487257,2.396902561187744,2.350071907043457
0.0,512.0,192.0,7.0,0.3355468809604645,0.3455273509025574,0.0005000000237487257,2.380073308944702,2.3336174488067627
0.0,512.0,192.0,7.0,0.34074220061302185,0.3463085889816284,0.0005000000237487257,2.3787472248077393,2.339421272277832
0.0,512.0,192.0,7.0,0.3289453089237213,0.3429492115974426,0.0005000000237487257,2.4019789695739746,2.3393027782440186
0.0,512.0,144.0,7.0,0.333984375,0.34269532561302185,0.0005000000237487257,2.3631906509399414,2.329223155975342
0.0,768.0,192.0,6.0,0.32691407203674316,0.3416211009025574,0.0005000000237487257,2.409864902496338,2.3562982082366943
0.0,512.0,144.0,7.0,0.3286718726158142,0.33888670802116394,0.0005000000237487257,2.4014270305633545,2.3551864624023438
0.0,512.0,160.0,7.0,0.3268359303474426,0.3396679759025574,0.0005000000237487257,2.3886020183563232,2.346083879470825
0.0,512.0,192.0,7.0,0.33906251192092896,0.34746092557907104,0.0005000000237487257,2.361276626586914,2.3273558616638184
0.0,512.0,192.0,7.0,0.3334375023841858,0.34302735328674316,0.0005000000237487257,2.391934871673584,2.3450708389282227
0.0,512.0,112.0,7.0,0.32679688930511475,0.33607423305511475,0.0005000000237487257,2.38915753364563,2.3490400314331055
0.0,512.0,192.0,7.0,0.22886718809604645,0.23927734792232513,0.0038300000596791506,3.0655393600463867,2.997375249862671
